scenario,policy,seed,status,totalScore,swaps,rerolls,coinsEarned,coinsSpent,coinsEnding,bestWaveCount,shuffles,cappedResolutions
quad-x2,greedy,1,lost,6453,42,0,42,37,5,3,0,0
quad-x2,greedy,2,won,61565,48,0,104,62,42,5,1,0
quad-x2,greedy,3,won,38700,40,0,109,69,40,5,0,0
quad-x2,greedy,4,won,38255,48,0,106,66,40,4,0,0
quad-x2,greedy,5,lost,38527,43,0,112,90,22,3,0,0
quad-x2,greedy,6,won,35952,44,0,111,76,35,4,0,0
quad-x2,greedy,7,won,52777,23,0,130,90,40,5,0,0
quad-x2,greedy,8,lost,19135,24,0,85,66,19,3,0,0
quad-x2,greedy,9,lost,29406,38,0,90,61,29,5,0,0
quad-x2,greedy,10,won,36346,54,0,106,71,35,3,0,0
quad-x2,greedy,11,lost,15821,32,0,63,53,10,6,0,0
quad-x2,greedy,12,won,58408,35,0,115,60,55,7,0,0
quad-x2,builder,1,won,48593,36,0,127,77,50,5,0,0
quad-x2,builder,2,lost,732,11,0,17,12,5,2,0,0
quad-x2,builder,3,lost,23990,31,0,77,49,28,4,0,0
quad-x2,builder,4,won,40063,36,0,119,68,51,3,0,0
quad-x2,builder,5,won,40512,41,0,109,67,42,3,0,0
quad-x2,builder,6,won,52294,32,0,116,56,60,6,0,0
quad-x2,builder,7,won,36906,37,0,112,61,51,4,0,0
quad-x2,builder,8,won,40882,29,0,118,57,61,4,0,0
quad-x2,builder,9,won,42285,38,0,115,82,33,4,0,0
quad-x2,builder,10,won,44095,40,0,113,62,51,4,0,0
quad-x2,builder,11,won,50890,31,0,129,62,67,4,0,0
quad-x2,builder,12,lost,808,11,0,15,12,3,3,0,0
quad-cost-14,greedy,1,lost,6453,42,0,42,37,5,3,0,0
quad-cost-14,greedy,2,won,41333,39,0,108,66,42,3,0,0
quad-cost-14,greedy,3,won,38700,40,0,109,69,40,5,0,0
quad-cost-14,greedy,4,won,38255,48,0,106,66,40,4,0,0
quad-cost-14,greedy,5,won,45411,30,0,128,84,44,3,0,0
quad-cost-14,greedy,6,won,35952,44,0,111,76,35,4,0,0
quad-cost-14,greedy,7,won,66001,23,0,130,84,46,5,0,0
quad-cost-14,greedy,8,lost,19135,24,0,85,66,19,3,0,0
quad-cost-14,greedy,9,lost,29406,38,0,90,61,29,5,0,0
quad-cost-14,greedy,10,won,36346,54,0,106,71,35,3,0,0
quad-cost-14,greedy,11,lost,15821,32,0,63,53,10,6,0,0
quad-cost-14,greedy,12,won,58408,35,0,115,60,55,7,0,0
quad-cost-14,builder,1,won,48593,36,0,127,77,50,5,0,0
quad-cost-14,builder,2,lost,732,11,0,17,12,5,2,0,0
quad-cost-14,builder,3,lost,23990,31,0,77,49,28,4,0,0
quad-cost-14,builder,4,won,40063,36,0,119,68,51,3,0,0
quad-cost-14,builder,5,won,40512,41,0,109,67,42,3,0,0
quad-cost-14,builder,6,won,52294,32,0,116,56,60,6,0,0
quad-cost-14,builder,7,won,90498,19,0,131,72,59,4,0,0
quad-cost-14,builder,8,won,40882,29,0,118,57,61,4,0,0
quad-cost-14,builder,9,won,53009,28,0,121,76,45,4,0,0
quad-cost-14,builder,10,won,44095,40,0,113,62,51,4,0,0
quad-cost-14,builder,11,won,50890,31,0,129,62,67,4,0,0
quad-cost-14,builder,12,lost,808,11,0,15,12,3,3,0,0
no-new-trinkets,greedy,1,won,61640,42,0,107,57,50,5,0,0
no-new-trinkets,greedy,2,lost,31652,42,0,83,48,35,5,1,0
no-new-trinkets,greedy,3,lost,15998,34,0,69,43,26,3,0,0
no-new-trinkets,greedy,4,lost,13321,27,0,63,44,19,4,0,0
no-new-trinkets,greedy,5,lost,36430,45,0,95,52,43,4,0,0
no-new-trinkets,greedy,6,won,40264,46,0,104,52,52,4,0,0
no-new-trinkets,greedy,7,lost,18495,41,0,71,53,18,3,0,0
no-new-trinkets,greedy,8,lost,42974,39,0,97,52,45,5,0,0
no-new-trinkets,greedy,9,lost,12249,30,0,61,44,17,3,1,0
no-new-trinkets,greedy,10,won,39734,35,0,112,52,60,4,0,0
no-new-trinkets,greedy,11,won,38821,52,0,102,57,45,3,0,0
no-new-trinkets,greedy,12,lost,30836,39,0,84,52,32,5,0,0
no-new-trinkets,builder,1,won,45055,52,0,102,53,49,3,1,0
no-new-trinkets,builder,2,lost,732,11,0,17,15,2,2,0,0
no-new-trinkets,builder,3,won,44358,41,0,104,49,55,5,1,0
no-new-trinkets,builder,4,lost,10615,31,0,60,41,19,2,1,0
no-new-trinkets,builder,5,won,49160,37,0,113,53,60,5,0,0
no-new-trinkets,builder,6,lost,36898,45,0,99,44,55,3,0,0
no-new-trinkets,builder,7,lost,18345,32,0,76,45,31,3,0,0
no-new-trinkets,builder,8,won,40212,52,0,93,53,40,3,0,0
no-new-trinkets,builder,9,won,36675,41,0,99,53,46,3,3,0
no-new-trinkets,builder,10,won,37738,41,0,106,48,58,4,1,0
no-new-trinkets,builder,11,won,57072,43,0,101,48,53,4,1,0
no-new-trinkets,builder,12,lost,36949,42,0,100,53,47,4,0,0
ones-build,greedy,1,won,60987,16,0,129,66,63,5,0,0
